label,review
1,去常州基本上都是入住中油的，地段在市区交通比较方便，早饭，房间都很不错，以后还会继续入住。最近附近一条马路在施工，晚上可能有点吵
1,11月份住了一次。1.服务方面还不错，门童挺积极。2.感觉房间略有陈旧。3.早餐品种还算丰富。4.总的来说，作为4星酒店还略有不足，不过价格还是挺实惠的。
1,服务态度很不错，呵呵，而且离我们去的地方非常近，非常方便，环境也很好，希望下次还可以住那里
1,酒店周边环境一般，酒店内设施不错，感觉还挺新，价格也尚可接受。
1,房间干净整洁，位置也好，就是缺少部电梯，有点遗憾
1,房价干净，设施也挺齐全的。就是价格不算便宜。总的来说还不错
1,与几月前相比变化不大用餐便捷实惠客房干净整洁
1,"房间不错,设施也过得去,感觉走廊的装修挺有特色,服务态度也不错."
1,地点和位置很好，晚上比较安静，设施较全。对于一般的自助游来说比较合适。
1,接机服务不错，就是携程不含早餐不好，488的房间感觉也还可以。总体4分
1,"大堂整洁,房间干净,设施齐全,位置方便,早餐也还可以,服务也还不错,只是酒店周围环境不怎么样,但是这和整个南昌老城的整体环境有很大关系.在南昌还算是值得一住的酒店."
1,"位置非常好,在新区和传统城区的交界处,虽然是老酒店了(五年以上),房间设施还是不错的,但我们入住的前两天一切OK,第三天就不整理房间了,要打电话才安排,是规定这样做吗?"
1,酒店还可以，早餐也不错，值得推荐，若价格能再低点就更好了。
1,总的说来，富豪酒店是南昌市四星酒店中性价比最高的之一。地理位置比较方便，但是现在机场大巴只到洪城大市场了，去机场略有不便。
1,万豪旗下的酒店，管理不错。酒店环境也很好。
1,在这小城市还有这样干净的宾馆，不错！真的是3星硬件，4星服务。就是价格贵了点。但嵊州好像所有物价都贵，吃饭特贵。
1,"南楼房间还算干净,位置也还行,去景点都不远,打的起步费就够了,符合三星的标准"
1,"2008.4.5入住该酒店南楼大床间,总体感觉不错，符合三星标准。值得赞一下的是客房送餐很好，饭菜好吃，价格也不贵。不足：床垫太软，对于不喜欢睡软床的来说，可能不舒服。"
1,地理位置位置很好，我们订的是主楼的标间，正好在南边，晚上的运河很漂亮。就是房间小了点，电视也不是很清楚。
1,"房间保养不错.前台服务也算不错.房间送餐服务非常好,味道也很地道."
1,酒店细节做得不错，但房间不大，卫生挺好，前台服务还应加强
1,物有所值。酒店气氛非常好。餐厅食品可口。房间整洁，环境豪华。
1,不错的酒店。就是早餐水果太单调。宽带直接连电信网的，速度很快。
1,按照入住同事的说法，可能在马鞍山算不错了，不过不太对得起价格，尤其是早餐比较惨～
1,我在该宾馆入住了大约有20几次了吧，主要是觉得位置不错，交通方便。觉得难以忍受的是床垫实在是太太太硬了。
1,北京的酒店不愁客源，尤其是国展周围的。酒店交通因为靠近城铁外出比较方便，从机场过来的大巴在国展有停靠点。周围吃饭巨方便，房间隔音很差，隔壁说话听的很清楚。
1,服务态度亲切，设备较新！早餐每天更新，不错！
1,入住的是高级湖景房，房间确实够大，景观也很好，大堂的工作人员也非常热情周到。但房间内的装修真的有些旧了，特别是电视该换大一些的。
1,定了高级湖景房，前台给了最高的23层。房间非常舒服，而且早餐也很丰盛。只是看出去的白鹭洲公园景色一般。可能住标准客房更实惠些。
1,"景观不错,服务也不错,早餐也不错,地段不错,去哪都方便"
1,挺好的，就是说的是国贸店，可是离国贸的位置有些偏。
1,９８年这家酒店开业时住过，感觉很好，今年去青岛还是选择了住在这里．１０年过去了，虽然硬件略显陈旧但服务水平依旧让我感觉很满意．
1,"酒店房间很好,很温馨.且有几本书供客人看.但没有针线包,害的我跑到楼下要的.周边饭馆较少,房间内的上网速度慢."
1,每次住这个酒店的时候，总是给我免费升级，很有意思。房间很好，服务也不错。下次来还会住在这里。
1,每次来福州都住这里，比刚开始贵了不少。不过就是喜欢他们家的羽绒被，比我自己买的舒服。不知道酒店考不考虑将被子出售，如果是新的的话。早餐也还不错。
1,酒店地理位置不错，服务也可以，但装修就比较旧了
1,酒店前台的小姐服务很不错。我订的房间没有，主动给我免费升级到行政楼层。酒店的自助餐很有特色。很不错的一个酒店。
1,酒店挺不错的，地理位置佳，交通方便，房间也很大，而且早餐算可以的了。下次来福州可能还会住这里。
1,大连很不错的酒店了，不过差点和南山花园那个搞错0.0
1,环境还可以，房间不大但也不是太小，够住了。写字桌前的落地灯离得太近了，每次移椅子都会碰到，另外有一点就是隔音效果不好，夜间车子路过的声音有点吵，其它的还行。
1,很满意，环境很好，晚间无一个骚扰电话，是我住过的唯一无骚扰电话的酒店，也许是新酒店的缘故吧！
1,不过如果团体能拿到好价钱的话还是个不错的酒店
1,因为之前住过这里，房间非常非常大，所以这次又选择了这边，但是却有点失望，房间明显小很多，旧很多，厕所有很重的下水道味道，这个价钱就不值了．
1,入住后发觉设施较新，相比同等价格酒店而言，性价比高。应算4星标准。比附近的海南大厦感觉要好的多。
1,"选择悦达国际的理由主要是看中它便利的交通,离火车站、汽车站打车15分钟，住的房间还比较干净、整洁，这个价位还算是很合理了，附近有个公园早晨可以步行去，对于早起的人比较适合的，总体还比较满意！"
1,这是我第二次住悦达酒店，这里环境和地理位置都还好，价格、服务和高层的房间环境等等性价比还是很高的。特别说的是床睡得非常舒服，很喜欢。另外离农民美食街很近，非常值得推荐！
1,通过别人介绍在此住过两天，感觉总体服务很贴心，住的11楼的房间，床很舒适，因临时改变行程，打电话到总台帮我订了机票，服务效率很高，很快就送到房间，整体给我的感觉很好。
1,"朋友推荐的宾馆,位置方便,价格合理,高楼的房间面积很宽敞,前台登记和退房时间很快,服务感觉不错!值得向各位推荐。酒店斜对面就是汽车总站,还有大型超市,很方便的。"
1,住的是豪华房，面积很大，设施还不错，可能靠马路，有些吵。餐厅的早餐品种很多，价格35元，物有所值。前台的服务很热情，退房后要赶车去上海，行李员一直将行李送到车站，服务让人满意！
1,酒店不错，特别是离长途汽车站近（马路对面），酒店的饭菜不错，价格不贵，菜式较多，对面就是劝业场，可以逛逛。出门坐人力车到闹市也很方便。不足之处就是住酒店还要付10元的停车过夜费，感觉不太爽！
1,"这家酒店离车站很近,较方便,CHECKIN时,服务还好,还有凉茶饮用,酒店早餐还不错,只是8:30时,品种已没有多少了,住的是6楼的单间,上网是免费的,很满意!床比较舒服,空间不大,特别是家俱颜色太深了,房间价格还能接受!"
1,酒店服务真的很好，房间也很整洁。从阳台可以看到海景，海上有好多停着的船只，蛮有感觉的。自助早餐很不错，品种还是蛮丰富的。
1,洗了衣服本挂在洗手间的，等外出回来，已经拿架子挂在阳台上！满意服务态度一流，看到的全是笑脸！开心房间虽然设施老化，但很干净！安心海景不错！爽
1,非常好的地理位置，住的是豪华海景房，打开窗户就可以看见栈桥和海景。记得很早以前也住过，现在重新装修了。总的来说比较满意，以后还会住
1,位置便利，价格便宜，服务周到，环境幽美！谢谢！
1,挺不错的酒店，每次去盐城都住在这里，价格便宜量又足！
1,还不错酒店，就餐和出行都很方便。服务态度也比较好。
1,"离长途大巴车站很近,酒店环境也算不错,下次还是首选."
1,"以前曾多次入住瀛洲酒店,这次的早餐质量和选择的品种比原来有所提高."
1,总体不错!!!!
1,就在长途汽车站附近，步行10分钟吧。就是马路路口斜对过。在闹市区，路口有欧什么的西餐便餐店，环境不错。宾馆就是标准的4星，挺好的。附近还有kfc和农工商超市。
1,还是不错的，交通也比较方便.总的来说还是可以的
1,还不错，就是大门有点小。
1,"这是我经常住的酒店,主要原因是请我的客户来南京的,距离我公司很近,酒店本身还可以,价格涨了,但是酒店门脸不显著,不像是4星酒店.如果可以,加一点钱,就可以住中心大酒店了,很气派.距离国信200米"
1,"这个酒店我客人说还不错,我自己没住过，但他是很满意的"
1,元旦时候入住的，一直没时间评价，房间很大，就是床单很硬，胳膊和背上都磨的很痛，不过住的还可以，希望把床单换掉
1,"位置不错,旁边就是家乐福.交通方便,房间特大,住起来也很舒服,早上阳光可以照到床上,自然醒.游泳池也不错.特别是酒店里的餐厅水准很高.唯一缺点,房内设施稍微老了点,不过我肯定会一直住这里,绝对超值."
1,"还可以的酒店,大大的玻璃窗户,可以坐在窗台品着红酒,看市景看星星.房间设施稍显陈旧,不过可以再住.距离大型超市很近,红酒就是在那里买的,呵呵."
1,同时订的两套房间，入住时间不同，最后拿到的房间也不同，很奇怪今晚酒店的房间怎么老是这样，当然都是升级到更高层次的房间。
1,房间还可以，还有我去的时候大堂摆了一个楼盘的销售模型，感觉有点不适合。
1,酒店服务态度，房间环境都不错，改了名字的原天鸿酒店现在听起来更好听了。
1,酒店地理位置不错，房间布置还可以。电视滥了点。厕所不太通畅。房价偏贵。
1,优点就是位置好，去大运村或中关村办事方便。携程的价格真的不够优惠啊，还不包早餐。
1,之前来北京住过几家，燕山、文津、天虹等等天虹是我们同事最喜欢住的，房间不大，被褥都很柔软，早餐也还可以但是住过文津之后，觉得文津的服务态度更好一点，出酒店门的的时候门童可真热情
1,帮同事订过很多次，酒店位置很好，很方便。房间也不错。
1,相比之下，在这边应该是比较好的酒店吧，不过价格还是点高
1,酒店不错，房间干净整齐，服务也还好。希望在硬件设施上能再多多加强，那就好了哦。
1,服务非常好，环境也比较舒适，只是酒店的餐饮方面一般般。
1,中规中矩的五星级酒店，但酒店双人房床较小，其他还可以，毕竟也是连锁酒店。另外，酒店的大堂确实有些气势！
1,总体还可以，早餐很丰富，我一般吃过早饭连午饭都不用吃了。没有像其他人说的那些问题，不过最不能忍受的是房间的味道真的是难闻，应该是中水的味道吧，我几乎是天天开窗。
1,提醒大家：标间2人住，早餐18元免费，只可以一位享用！！！
1,服人度良好安不人商物中心步行10分
1,一个干净，舒适的酒店，如果你不是一定要住在市中心的话，是一个不错的选择。早餐很丰盛，价格稍微高了点。一楼的川菜也是不错的。
1,"入住豪华大床房,房间真的很大,沙发,写字台,阳台,的确没有想到是这么大的一间.这一点是我比较满意的."
1,"房间很不错,还是套间,前台服务员很贴心,因楼层少怕吵,特意没有安排向马路的房间给我。酒店地理位置极佳,就在七星岩牌坊斜对面,旁边就是华侨大厦。总的来说很满意,另外楼层走廊真的好长,开眼界了。"
1,非常好。国内最好的酒店之一。各方面都不错。
1,不错的选择。房间整洁卫生、服务也不错，价格合理，交通便利。
1,装修很新，设施很全，条件不错。服务人员秉承了北京人的“范儿”，属于“高傲不热情”那种，很难对“服务”本身评价一声“满意”。不过10层的清洗大嫂到是满不错的，很热心的询问是否做房间清洁……
1,"1.房间设施布置不错,电视机尺寸小了些,点播电影节目还要收费。2.房间墙壁隔音效果不佳,相互影响。3.只有免费的接机服务,不送机,望改进。"
1,地理环境不错，但对面一直在盖楼，门前的街道打车不方便。
1,几乎是在凌晨才到的包头，包头也没有什么特别好的酒店，每次来了就是住在这家，所以也没有忒多的对比，感觉还行，下次还是得到这里来住
1,地段很好，停车场也很大，开车的朋友去住还是比较方便的，3人的家庭房还是满大的，也比较干净，有电吹风，就是没有开中央空调，有个立式空调，就是声音有点响，可能是我对声音比较敏感吧
1,地理位置不错，在商业街上，逛街很方便，房间也还不错，看上去还比较新，就是早餐品种太少了。酒店旁边的小巷里傍晚开始会出现几个小吃摊，味道都还不错哦，烧烤鱿鱼特别好吃，入住酒店的朋友可以去吃吃看，呵呵。
1,上周住了三天，酒店服务还不错，但感觉有些旧。在文昌阁那边见到几家经济型酒店，感觉比较气派。
1,4月3日4日住了两天，266元/天包双早，携程的价格一般，前台也能拿到。酒店地理位置很好，步行到个园和瘦西湖都10分钟。早餐也可以，唯一的问题是隔音太差，隔壁房间的动静都听得清楚
1,这家如家地段不算太好，所以感觉性价比不是太好，下次不去了。
1,不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错
1,除了价位偏高之外，别的没得说。尤其是房间内的纯水系统，彰显了人性化。
1,我喜欢燕春的大房间。设施，电梯，大堂，服务都很不错。
1,如果中餐再丰富一些就好了，一个人吃中餐没有找到合适的地方。西餐不错
1,"因为要到那附近办事,只有定了这间酒店,,这次的服务明显比我上一次来的要好了.希望再接再励"
1,应该算是仪征最好的酒店了，四星的设施，三星的服务。遗憾的是某些设施还并未开放。早餐很一般，连收盘子的服务员也没有，与其四星的标准不符。
1,不错，房间超大，服务也很不错，而且是别墅式的设计让人感觉挺好的。
1,"别墅式的旅店,环境很不错,服务也很好,房间稍微有点小"
1,宾馆环境不错，比较安静，住了两晚标间，房间超级大，我从来没有住过这么大的标间。但是地毯有点脏，家具的摆放也有问题，电视离床太远了。早餐不像四星的，太简单了。
1,环境非常的好，绿化面积非常的大，服务也挺周到的，可能是新推出的经济型房间的原因，房价非常的小，但是性格比还是挺不错的。
1,"酒店的房间很舒服,但是打电话询问酒店位置的时候前台说不清楚;餐厅由于要接待团队就不能为散课服务,而且理直气壮."
1,挺不错的一家酒店，专门接待国家领导人的。其中的经济标间小了点，但挺紧凑。不好的就是卫生间全玻璃的。不太方便
1,环境很好，服务也不错，推荐下次还会住这里
1,性价比非常高的一家四星酒店。尤其是山东大汉服务生，服务非常好。自主餐很好，向您极力推荐。青岛的星级酒店很正规，比起其他的旅游城市，青岛整个环境很好，城市清洁，出租车司机都很好，不愧山东人本色。
1,住过这么多酒店，还是头一次碰到盖黄色的被子，感觉不干净；地毯是黑花的，感觉很脏乱。环境还好，起码有个院子。
1,"不错,就是院子小了一些,到海滩需要走一段端小路,奇怪的是青岛所有酒店都没有自己的海滩"
1,该酒店内的桑那中心的从业人员，用欺骗的方式，赚取客人的钱。
1,"别墅型的酒店，非常特别,离海边很近.消费很平价"
1,闹中有静，物有所值。是我下次出差的首选。
1,地理位置优越，前台服务速度还好。大床间的房屋很差，不能通风，采光也不好。客房内弥漫异味。夜间室外超重低音影响，电话骚扰，影响睡眠。另外，把角的房间内手机信号不好。
1,"服务不错,房间也很好,叫车比较方便,就是周边没有超市.另外,就是早餐实在是不与酒店成正比.一是品种太少,二是比较难吃."
1,交通方便，在虹许路上，虹桥路跟延安西路之间。
1,"酒店环境幽雅,安静舒适,交通便利,旁边就有高架口.房间里配有电脑,免费上网,还有免费水果送,爽!早餐也不错,品种丰富齐全.服务太度也很好.是家很不错的酒点.携程没有介绍错,下次到上海一定还住这家酒店."
1,安静、干净，服务不错。下次还会考虑住这里。补充点评2006年9月19日：酒店的电脑是虚拟硬盘，我存了一些文件没想到重起就没了！后来发现有一个分区是可以保存文件的：）
1,酒店不错，就是游泳池稍微小了点，离九寨沟沟口有1.5km，目前淡季，交通不方便，只能包车去景点，但是机票房价很实惠，九寨沟的风景不错的哦，周围晚上出去的时候没有安全感。
1,酒店距离九寨沟景区仅仅2公里，附近是各式各样的酒店和购物街区，出行很方便。服务素质很高，早餐品种丰富，性价比不错。
1,除了咖啡吧那硬硬的巧克力蛋糕，其他服务都符合喜来登的标准，有宾至如归的感觉。
1,3月底入住的，是高级房。感觉床非常舒服，但是电视机有点落伍了，不是液晶的。服务员的态度非常好，而且因为离沟口很近，应该是去沟口游玩那几天的首选。
1,外观较旧，早餐一般，免费升级到豪华房，感觉还不错，热水很慢，要放很久才有。前台结账用的信用卡，不知为何至今收不到信用卡的付费信息，似有问题。
1,"酒店离市中心公共交通不是很方便,打的一般在11-12元。酒店的早餐很丰富，考虑的很周到。有粥、面条、蛋糕等等，牛奶是鲜奶。"
1,房间一般，商务大床房间和浴室之间用玻璃墙隔开，装修还应该算是四星级酒店，电视机比较小而且国外的卫星频道只有CNN和BS2，停车场免费
1,"新装修的酒店,房间很新很好的,作为万豪的金卡会员,充分享受金卡的待遇,很好.早餐的品种不够丰富."
1,网上定了个行政标间，还用信用卡担保的，到了后却被告知有客人没退房，改成了一般套间。但酒店还算可以，提供了免费上网和两个免费早餐。
1,是非常不错的酒店，服务也很周到，赞赏香港人的服务意识。
1,"海景房果然名不虚传,可以看到整个港岛的景色.服务也很周到.交通也算方便,就是打车去港岛成本比较高,购物很方便,酒店旁边就有SOGO.总体来说,非常好的酒店.绝对值得一住."
1,海景房能看到非常美丽的景色，尽管价钱贵，但是非常值得。
1,酒店档次很高，环境很优越，在香港还是算很不错的一家酒店
1,房间、环境、服务都可以。只是上网不是免费，HK$156/24h!!
1,预订的时候没注意酒店正在修理的提示，结果最有特色的楼顶泳池没享受到，好遗憾。希望类似情况携程要标识的清楚一些。
1,整个酒店比较老款，不过酒店的客房设计非常摩登洁净，除了面积比较小（不管是行政楼层还是一般楼层，似乎都是一样的大小），其他均满意。
1,酒店只有20楼是新装修的，感觉还不错，房间干净，没什么味道。CHECKOUT时看到别人同样房型才250元~~唉，看来携程还是赚了不少滴~~嘿嘿
1,酒店位于市中心。房间设施古朴典雅。很有情调。室内像上个世纪初老上海酒店的内部布局。温泉也不错!下次我还会去。我住的是2005房间。
1,我入住的是单人间（大床）。房间和洗手间不是很大，但一个人完全够用、好用；比较干净、整齐，上网是免费的（计算机需自备）；位于市中心的酒店有这个价位是很不错的，能含早餐就更好。
